Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
24.5	3	combined	Drop	0	0	0	0
24.5	4	combined	Drop	0	0	0	0
24.5	5	combined	Drop	0	0	0	0
24.5	6	combined	Drop	0	0	0	0
24.5	7	combined	Drop	0	0	0	0
24.5	8	combined	Drop	4196	4348	2099	2174.79
25	0	combined	Drop	5689	160	2845	80.5713
25	1	combined	Drop	0	0	0	0
25	2	combined	Drop	0	0	0	0
25	3	combined	Drop	0	0	0	0
25	4	combined	Drop	0	0	0	0
25	5	combined	Drop	0	0	0	0
25	6	combined	Drop	0	0	0	0
25	7	combined	Drop	0	0	0	0
25	8	combined	Drop	4192	4344	2096	2171.73
25.5	0	combined	Drop	5689	160	2845	80.5713
25.5	1	combined	Drop	0	0	0	0
25.5	2	combined	Drop	0	0	0	0
25.5	3	combined	Drop	0	0	0	0
25.5	4	combined	Drop	0	0	0	0
25.5	5	combined	Drop	0	0	0	0
25.5	6	combined	Drop	0	0	0	0
25.5	7	combined	Drop	0	0	0	0
25.5	8	combined	Drop	4192	4343	2096	2171.73
26	0	combined	Drop	5689	160	2845	80.5713
26	1	combined	Drop	0	0	0	0
26	2	combined	Drop	0	0	0	0
26	3	combined	Drop	0	0	0	0
26	4	combined	Drop	0	0	0	0
26	5	combined	Drop	0	0	0	0
26	6	combined	Drop	0	0	0	0
26	7	combined	Drop	0	0	0	0
26	8	combined	Drop	4192	4343	2096	2171.73
26.5	0	combined	Drop	5688	160	2844	80.543
26.5	1	combined	Drop	0	0	0	0
26.5	2	combined	Drop	0	0	0	0
26.5	3	combined	Drop	0	0	0	0
26.5	4	combined	Drop	0	0	0	0
26.5	5	combined	Drop	0	0	0	0
26.5	6	combined	Drop	0	0	0	0
26.5	7	combined	Drop	0	0	0	0
26.5	8	combined	Drop	4192	4343	2096	2171.73
27	0	combined	Drop	5689	160	2845	80.5713
27	1	combined	Drop	0	0	0	0
27	2	combined	Drop	0	0	0	0
27	3	combined	Drop	0	0	0	0
27	4	combined	Drop	0	0	0	0
27	5	combined	Drop	0	0	0	0
27	6	combined	Drop	0	0	0	0
27	7	combined	Drop	0	0	0	0
27	8	combined	Drop	4193	4345	2097	2172.77
27.5	0	combined	Drop	5686	160	2843	80.4453
27.5	1	combined	Drop	0	0	0	0
27.5	2	combined	Drop	0	0	0	0
27.5	3	combined	Drop	0	0	0	0
27.5	4	combined	Drop	0	0	0	0
27.5	5	combined	Drop	0	0	0	0
27.5	6	combined	Drop	0	0	0	0
27.5	7	combined	Drop	0	0	0	0
27.5	8	combined	Drop	4195	4347	2098	2173.75
28	0	combined	Drop	5689	160	2845	80.5713
28	1	combined	Drop	0	0	0	0
28	2	combined	Drop	0	0	0	0
28	3	combined	Drop	0	0	0	0
28	4	combined	Drop	0	0	0	0
28	5	combined	Drop	0	0	0	0
28	6	combined	Drop	0	0	0	0
28	7	combined	Drop	0	0	0	0
28	8	combined	Drop	4194	4345	2097	2172.77
28.5	0	combined	Drop	5689	160	2845	80.5713
28.5	1	combined	Drop	0	0	0	0
28.5	2	combined	Drop	0	0	0	0
28.5	3	combined	Drop	0	0	0	0
28.5	4	combined	Drop	0	0	0	0
28.5	5	combined	Drop	0	0	0	0
28.5	6	combined	Drop	0	0	0	0
